City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
350,Port Hardy,CA,50.7,-127.42,44.6,93,90,8.05,light intensity shower rain
351,La Romana,DO,18.43,-68.97,80.6,88,40,5.82,scattered clouds
352,Camacha,PT,33.08,-16.33,66.2,68,20,4.7,few clouds
353,Derzhavinsk,KZ,51.1,66.32,26.94,90,0,8.63,clear sky
354,Nuevo Mexico,MX,20.75,-103.43,75.2,47,40,6.93,scattered clouds
355,Grants,US,35.15,-107.85,62.6,20,1,5.82,clear sky
356,Weihai,CN,37.5,122.11,57.7,49,0,10.42,clear sky
357,Praia Da Vitoria,PT,38.73,-27.07,64.99,82,40,13.94,scattered clouds
358,Xai-Xai,MZ,-25.05,33.64,68.02,87,25,5.48,scattered clouds
359,Kahului,US,20.89,-156.47,87.8,55,40,12.75,scattered clouds
360,Luanda,AO,-8.84,13.23,77.0,78,75,8.05,broken clouds
361,Mayo,US,38.89,-76.51,66.99,88,1,10.29,clear sky
362,Vengerovo,RU,55.68,76.75,26.13,97,100,12.84,light snow
363,Bacungan,PH,9.91,118.7,78.8,94,75,9.17,broken clouds
364,Mattru,SL,7.62,-11.83,73.98,96,27,1.32,scattered clouds
365,Caravelas,BR,-17.71,-39.25,72.93,90,83,7.11,broken clouds
366,Mazagao,BR,-0.12,-51.29,84.2,74,0,12.75,clear sky
367,Carnarvon,AU,-24.87,113.63,73.4,64,0,18.34,clear sky
368,Fort Nelson,CA,58.81,-122.7,28.4,39,20,4.7,few clouds
369,Antalaha,MG,-14.9,50.28,69.64,84,2,6.62,clear sky
370,Tsumeb,NA,-19.23,17.72,73.27,21,1,12.35,clear sky
371,Paamiut,GL,61.99,-49.67,32.72,88,89,22.73,overcast clouds
372,Quatre Cocos,MU,-20.21,57.76,73.4,73,40,9.17,scattered clouds
373,Alenquer,BR,-1.94,-54.74,86.0,74,0,4.7,clear sky
374,Krasnoselkup,RU,65.7,82.47,14.58,97,94,8.99,overcast clouds
375,Birao,CF,10.28,22.79,76.48,71,100,3.36,overcast clouds
376,Waipawa,NZ,-41.41,175.52,66.2,63,0,19.46,clear sky
377,Clyde River,CA,70.47,-68.59,21.2,85,90,5.82,overcast clouds
378,Olafsvik,IS,64.89,-23.71,42.94,76,22,13.87,few clouds
379,Nogliki,RU,51.83,143.17,47.5,92,100,27.36,light rain
380,Saint Anthony,US,45.02,-93.22,35.6,64,90,12.75,overcast clouds
381,Camocim,BR,-2.9,-40.84,78.51,82,1,13.15,clear sky
382,Kanke,IN,23.43,85.32,71.6,94,96,5.82,haze
383,Pundaguitan,PH,6.37,126.17,82.67,76,100,8.68,overcast clouds
384,Waingapu,ID,-9.66,120.26,85.86,59,14,5.01,few clouds
385,Bengkulu,ID,-3.8,102.27,77.77,86,100,3.36,heavy intensity rain
386,Ampanihy,MG,-24.7,44.75,70.65,65,88,3.83,overcast clouds
387,Banjarmasin,ID,-3.32,114.59,78.8,100,0,11.41,clear sky
388,Comodoro Rivadavia,AR,-45.87,-67.5,60.8,51,0,4.7,clear sky
389,San Patricio,US,28.02,-97.52,82.4,74,20,10.29,few clouds
390,Talaya,RU,61.38,152.75,35.55,84,73,3.33,broken clouds
391,Takoradi,GH,4.88,-1.76,76.87,90,77,5.57,light rain
392,Komsomolskiy,UZ,40.43,71.72,41.0,62,100,1.48,overcast clouds
393,Balabac,PH,7.99,117.06,82.74,78,100,10.47,moderate rain
394,Manta,EC,-0.95,-80.73,73.4,78,90,10.29,overcast clouds
395,Bardiyah,LY,31.76,25.09,69.62,70,4,8.99,light rain
396,Khandyga,RU,62.67,135.6,15.98,89,54,1.28,broken clouds
397,Namatanai,PG,-3.67,152.43,86.32,59,15,2.21,few clouds
398,Flin Flon,CA,54.77,-101.86,23.11,91,100,8.37,overcast clouds
399,Monroe,US,43.15,-77.68,71.01,64,1,8.05,clear sky
400,Miramar,US,25.99,-80.23,81.0,78,20,9.17,few clouds
401,Huarmey,PE,-10.07,-78.15,62.64,83,100,2.15,overcast clouds
402,Harper,LR,4.38,-7.72,76.87,90,79,6.69,broken clouds
403,Valenza,IT,45.01,8.64,55.0,94,100,2.71,overcast clouds
404,Lugovoy,KZ,42.95,72.76,31.84,93,36,0.74,scattered clouds
405,Alibag,IN,18.64,72.88,82.4,94,40,4.7,mist
406,Haines Junction,CA,60.75,-137.51,23.16,80,100,1.57,overcast clouds
407,Liaoyang,CN,41.27,123.17,37.4,64,0,4.47,clear sky
408,Malmyzh,RU,56.52,50.68,40.53,97,100,8.19,light rain
409,Uch,FR,45.32,-0.93,55.99,93,75,4.7,broken clouds
410,Ucluelet,CA,48.93,-125.55,48.99,76,90,6.93,overcast clouds
411,Nishihara,JP,26.18,127.76,73.4,46,75,11.41,broken clouds
412,Tendukheda,IN,23.4,79.55,66.97,59,0,0.45,clear sky
413,Port Angeles,US,48.12,-123.43,46.0,100,90,17.22,drizzle
414,Lasa,IT,46.62,10.7,52.0,100,90,3.36,moderate rain
415,Lagunas,PE,-5.23,-75.68,75.09,76,62,1.7,broken clouds
416,Imperia,IT,43.97,7.78,61.0,89,1,3.0,clear sky
417,Taksimo,RU,56.34,114.88,25.59,90,10,0.58,clear sky
418,Sitka,US,57.05,-135.33,42.8,28,1,8.05,clear sky
419,Aracati,BR,-4.56,-37.77,79.66,77,4,13.0,clear sky
420,Urucui,BR,-7.23,-44.56,81.9,50,37,1.28,scattered clouds
421,Dzhebariki-Khaya,RU,62.22,135.8,17.51,90,4,1.39,clear sky
422,Ullapool,GB,57.9,-5.16,45.0,70,100,8.01,moderate rain
423,Atar,MR,20.52,-13.05,85.1,26,97,10.36,overcast clouds
424,Bairiki,KI,1.33,172.98,86.0,66,40,10.29,scattered clouds
425,Gueret,FR,46.17,1.87,51.01,100,75,6.93,broken clouds
426,Jiuquan,CN,39.74,98.52,44.11,50,0,1.19,clear sky
427,Kiama,AU,-34.68,150.87,78.01,79,100,4.0,moderate rain
428,Talcahuano,CL,-36.72,-73.12,53.6,87,20,4.7,few clouds
429,Margate,GB,51.38,1.39,51.01,66,22,1.01,few clouds
430,Yatou,CN,37.15,122.38,54.93,47,0,6.76,clear sky
431,Port-Gentil,GA,-0.72,8.78,78.3,86,100,11.16,overcast clouds
432,Nyagan,RU,62.14,65.39,20.28,96,0,4.47,clear sky
433,Kutum,SD,14.2,24.67,71.56,21,2,11.7,clear sky
434,Vilhena,BR,-12.74,-60.15,76.33,69,100,1.99,overcast clouds
435,Adrar,MR,20.5,-10.07,86.36,14,59,6.64,broken clouds
436,Banda Aceh,ID,5.56,95.32,83.05,69,67,7.02,light rain
437,Domoni,KM,-12.26,44.53,77.07,80,19,6.24,few clouds
438,Tessalit,ML,20.2,1.01,81.79,17,0,10.6,clear sky
439,Saint-Augustin,CA,51.23,-58.65,34.27,83,84,0.18,broken clouds
440,Pacific Grove,US,36.62,-121.92,66.2,68,1,8.05,clear sky
441,Sidi Ali,DZ,36.1,0.42,62.17,84,100,4.72,overcast clouds
442,Lipin Bor,RU,60.26,37.98,45.95,88,99,18.68,overcast clouds
443,Shingu,JP,33.73,135.98,62.6,67,20,10.29,few clouds
444,Galle,LK,6.04,80.22,79.03,85,53,9.95,light rain
445,Awjilah,LY,29.11,21.29,63.68,82,0,11.3,clear sky
446,Dubuque,US,42.48,-90.87,39.99,80,90,16.11,overcast clouds
447,Mantua,IT,45.17,10.78,57.0,96,31,1.01,scattered clouds
448,Wiang Sa,TH,8.64,99.37,78.8,100,40,2.24,moderate rain
449,Portland,US,45.52,-122.68,55.0,62,90,9.17,overcast clouds
450,Tukrah,LY,32.53,20.58,70.02,70,0,11.43,clear sky
451,Kieta,PG,-6.22,155.63,83.77,72,97,3.6,moderate rain
452,Hanting,CN,36.77,119.21,54.45,38,0,4.18,clear sky
453,Hualmay,PE,-11.1,-77.61,62.42,82,88,3.31,overcast clouds
454,Batagay-Alyta,RU,67.8,130.41,13.71,90,0,2.86,clear sky
455,Sao Felix Do Xingu,BR,-6.64,-51.99,74.12,94,100,1.07,moderate rain
456,Brae,GB,60.4,-1.35,48.2,81,42,13.87,scattered clouds
457,Pombos,BR,-8.14,-35.4,78.8,83,40,13.87,scattered clouds
458,Belaya Gora,RU,68.53,146.42,10.99,90,41,3.78,scattered clouds
459,Vestmannaeyjar,IS,63.44,-20.27,43.93,74,98,17.63,overcast clouds
460,Terra Santa,BR,-2.1,-56.49,84.63,50,11,3.27,few clouds
461,Katobu,ID,-4.94,122.53,91.36,50,6,3.06,clear sky
462,Muchkapskiy,RU,51.85,42.47,54.81,84,100,9.04,overcast clouds
463,Bargi,IN,22.98,79.87,67.48,58,0,2.93,clear sky
464,Sinnamary,GF,5.38,-52.95,80.37,84,90,9.55,overcast clouds
465,Lensk,RU,60.73,114.93,29.39,96,56,3.06,broken clouds
466,Porto Novo,BJ,6.5,2.6,77.27,89,77,5.64,broken clouds
467,Colac,AU,-38.33,143.58,57.99,97,88,4.0,overcast clouds
468,Kevsala,RU,45.8,42.69,53.22,57,99,7.58,overcast clouds
469,Umm Lajj,SA,25.02,37.27,83.3,28,0,8.5,clear sky
470,Byron Bay,AU,-28.65,153.62,75.2,78,75,10.29,broken clouds
471,Tecoanapa,MX,16.52,-98.75,81.77,81,99,7.83,overcast clouds
472,Dharapuram,IN,10.73,77.52,73.4,94,40,6.93,mist
473,Labuhan,ID,-6.88,112.21,83.88,70,0,5.12,clear sky
474,Puerto Cabezas,NI,14.04,-83.39,78.19,91,100,5.06,overcast clouds
475,Aksarka,RU,66.56,67.8,18.61,96,98,9.04,overcast clouds
476,Aasiaat,GL,68.71,-52.87,19.26,95,99,5.93,overcast clouds
477,Neiafu,TO,-18.65,-173.98,80.6,74,75,11.41,broken clouds
478,Liverpool,GB,53.41,-2.98,46.4,81,20,12.75,few clouds
479,Ust-Nera,RU,64.57,143.2,24.75,92,96,3.22,overcast clouds
480,Dutlwe,BW,-23.98,23.9,76.71,27,43,7.14,scattered clouds
481,Waitati,NZ,-45.75,170.57,66.0,60,78,10.83,broken clouds
482,Isangel,VU,-19.55,169.27,80.6,78,90,5.82,overcast clouds
483,Boden,SE,65.83,21.69,28.4,86,0,13.87,clear sky
484,Burgeo,CA,47.62,-57.62,43.2,68,56,2.33,broken clouds
485,Durban,ZA,-29.86,31.03,66.2,93,40,6.93,scattered clouds
486,Fiumicino,IT,41.77,12.23,64.99,93,75,9.17,broken clouds
487,Naigarhi,IN,24.78,81.78,70.59,53,0,5.37,clear sky
488,Salym,RU,60.06,71.48,17.46,97,67,4.12,broken clouds
489,Nayoro,JP,44.35,142.46,46.4,70,75,9.17,broken clouds
490,Palmer,US,42.16,-72.33,64.4,77,90,6.93,overcast clouds
491,Sosnovo-Ozerskoye,RU,52.52,111.54,28.83,94,0,2.91,clear sky
492,Kandry,RU,54.57,54.12,42.13,94,100,12.57,light rain
493,Mahon,ES,39.89,4.27,66.2,72,0,8.05,clear sky
494,Faridkot,IN,30.67,74.75,63.09,29,0,2.53,clear sky
495,Tonekabon,IR,36.82,50.87,60.8,87,40,2.1,scattered clouds
496,Ipora,BR,-16.44,-51.12,73.45,79,100,0.74,light rain
497,Merauke,ID,-8.47,140.33,86.7,63,29,4.76,scattered clouds
498,Santa Ana,US,33.75,-117.87,71.6,60,75,4.7,broken clouds
499,Alofi,NU,-19.06,-169.92,77.0,94,75,14.99,light intensity drizzle
500,Yangambi,CD,0.81,24.43,69.58,98,21,0.78,few clouds
501,Knysna,ZA,-34.04,23.05,64.4,100,39,5.82,scattered clouds
502,Kingsville,US,27.52,-97.86,82.4,69,1,8.05,clear sky
503,Kavaratti,IN,10.57,72.64,80.33,77,74,12.03,broken clouds
504,Jedburgh,GB,55.48,-2.55,44.01,88,99,7.9,overcast clouds
505,Iringa,TZ,-7.77,35.7,58.37,86,99,6.15,overcast clouds
506,Darlawn,IN,24.02,92.9,65.73,100,100,1.74,heavy intensity rain
507,Ulety,RU,51.36,112.48,34.54,83,0,1.28,clear sky
508,Statesboro,US,32.45,-81.78,71.6,83,1,4.63,clear sky
509,Lac Du Bonnet,CA,50.25,-96.06,27.0,98,100,4.0,overcast clouds
510,Kerema,PG,-7.96,145.78,78.1,85,100,6.24,overcast clouds
511,Starogard Gdanski,PL,53.96,18.53,48.99,100,100,2.55,overcast clouds
512,Coihaique,CL,-45.58,-72.07,51.8,71,90,5.82,light intensity shower rain
513,Iqaluit,CA,63.75,-68.51,26.6,79,75,4.7,light snow
514,Zielona Gora,PL,51.94,15.51,54.0,39,100,1.95,overcast clouds
515,Atambua,ID,-9.11,124.89,87.1,57,29,2.55,scattered clouds
516,Waterford,US,42.7,-83.4,52.0,81,90,17.22,overcast clouds
517,Baoqing,CN,46.33,132.21,37.4,70,100,26.37,overcast clouds
518,Inongo,CD,-1.95,18.27,72.64,92,99,4.03,overcast clouds
519,Waycross,US,31.21,-82.35,73.4,73,1,3.36,clear sky
520,Katangli,RU,51.71,143.23,47.28,93,98,24.16,light rain
521,Shirvan,AZ,39.95,48.9,57.76,90,0,0.92,clear sky
522,Codrington,AU,-38.27,141.97,53.65,69,69,18.63,broken clouds
523,Fresno,US,36.67,-119.83,78.8,21,40,4.56,smoke
524,Ninotsminda,GE,41.26,43.59,33.8,80,0,5.82,clear sky
525,Novobirilyussy,RU,56.95,90.67,29.75,94,0,6.64,clear sky
526,Neuquen,AR,-38.95,-68.06,77.0,44,0,6.93,clear sky
527,Mount Isa,AU,-20.73,139.5,82.4,54,90,9.17,overcast clouds
528,Qui Nhon,VN,13.77,109.23,75.63,73,100,5.37,light rain
529,Greiz,DE,50.65,12.2,55.0,84,100,9.46,overcast clouds
530,Emba,KZ,48.83,58.14,38.1,68,100,15.5,overcast clouds
531,Itacoatiara,BR,-3.14,-58.44,79.79,77,8,3.8,clear sky
532,Rocha,UY,-34.48,-54.33,59.59,98,58,3.83,broken clouds
533,Magdalena,PH,14.2,121.43,84.0,88,40,3.36,scattered clouds
534,Nantucket,US,41.28,-70.1,57.99,91,90,6.93,overcast clouds
535,Salalah,OM,17.02,54.09,71.6,37,0,3.36,clear sky
536,Mango,US,27.98,-82.31,79.0,74,90,4.7,overcast clouds
537,Alcaudete,ES,37.59,-4.08,57.99,80,0,1.32,clear sky
538,Nizhnyaya Omka,RU,55.43,74.94,24.71,91,100,13.11,overcast clouds
539,Rafraf,TN,37.19,10.18,69.8,68,20,11.41,few clouds
540,Chimbote,PE,-9.09,-78.58,61.79,86,67,4.68,broken clouds
541,Zyryanka,RU,65.75,150.85,24.13,94,0,5.55,clear sky
542,Bilibino,RU,68.05,166.44,19.36,89,0,0.94,clear sky
543,Capitan Bado,PY,-23.27,-55.53,72.55,77,3,2.53,clear sky
544,Porbandar,IN,21.64,69.61,79.88,53,0,3.51,clear sky
545,Otane,NZ,-39.88,176.63,74.59,56,9,2.53,clear sky
546,College,US,64.86,-147.8,27.0,52,100,1.99,overcast clouds
547,Urusha,RU,54.05,122.9,30.45,88,0,3.29,clear sky
548,Bashmakovo,RU,53.21,43.03,52.21,92,95,13.11,overcast clouds
549,Wetaskiwin,CA,52.97,-113.37,17.6,78,90,5.82,overcast clouds
550,Tadine,NC,-21.55,167.88,78.3,76,29,12.48,scattered clouds
551,Malpe,IN,13.35,74.72,73.4,78,75,6.93,broken clouds
552,Frontera,MX,26.93,-101.45,70.05,73,0,12.48,clear sky
553,Samarkand,UZ,39.65,66.96,42.8,62,35,9.17,scattered clouds
554,Avera,US,33.19,-82.53,70.0,100,40,5.1,scattered clouds
555,Ayorou,NE,14.73,0.92,85.93,14,0,9.57,clear sky
556,Chumikan,RU,54.72,135.31,28.99,97,100,11.3,overcast clouds
557,Getulio Vargas,UY,-32.68,-53.55,66.72,95,100,4.79,overcast clouds
558,Falmouth,GB,50.15,-5.07,53.6,81,100,23.04,overcast clouds
559,Satun,TH,6.83,100.0,78.8,100,75,1.23,broken clouds
560,Dicabisagan,PH,17.08,122.42,84.85,70,100,3.49,heavy intensity rain
561,Winslow,US,35.02,-110.7,78.8,16,1,14.99,clear sky
562,Mogadishu,SO,2.04,45.34,80.01,84,94,16.37,overcast clouds
563,Simbahan,PH,6.3,120.58,83.32,72,100,4.43,overcast clouds
564,Kaman,IN,27.65,77.27,70.72,24,0,1.86,clear sky
565,Novoagansk,RU,61.94,76.66,13.73,96,0,4.03,clear sky
566,Kirakira,SB,-10.45,161.92,84.04,76,59,8.48,moderate rain
567,Svetlyy Yar,RU,48.47,44.78,55.4,87,0,13.42,light rain
568,Mwense,ZM,-10.38,28.7,76.44,44,100,2.75,overcast clouds
569,Kielce,PL,50.87,20.63,54.0,100,97,7.7,light rain
570,Beruwala,LK,6.48,79.98,78.8,85,66,5.35,light rain
571,Pyapon,MM,16.28,95.68,81.01,86,24,5.44,few clouds
572,Tahe,CN,52.33,124.73,32.29,88,0,6.46,clear sky
573,Muravlenko,RU,63.79,74.52,10.89,96,52,7.67,broken clouds
574,Pervomayskiy,RU,53.25,40.29,51.53,92,15,10.94,few clouds
575,Vila Franca Do Campo,PT,37.72,-25.43,66.2,77,20,16.11,few clouds
576,Kupang,ID,-10.17,123.58,69.8,100,20,5.82,few clouds
577,Egvekinot,RU,66.32,-179.17,24.01,94,6,8.95,clear sky
578,Borba,BR,-4.39,-59.59,76.15,93,55,2.21,broken clouds
579,Laguna,US,38.42,-121.42,77.0,22,1,6.93,clear sky
580,Dwarka,IN,22.24,68.97,81.32,60,0,7.85,clear sky
581,Ixtapa,MX,20.7,-105.2,87.8,74,40,10.29,scattered clouds
582,Tiarei,PF,-17.53,-149.33,84.2,70,75,10.29,broken clouds
583,Baraboo,US,43.47,-89.74,37.99,80,90,6.93,overcast clouds
584,Ostersund,SE,63.18,14.64,30.2,86,70,5.82,broken clouds
585,Clarence Town,AU,-32.58,151.78,75.0,88,90,10.29,light intensity shower rain
586,Luau,AO,-10.71,22.22,67.23,82,64,3.56,broken clouds
587,Praya,CV,14.92,-23.51,78.8,78,40,17.22,scattered clouds
588,Tartagal,AR,-22.52,-63.8,83.68,44,88,1.1,overcast clouds
589,Oistins,BB,13.07,-59.53,84.2,70,40,26.4,scattered clouds
590,Warrington,GB,53.39,-2.58,46.4,81,20,12.75,few clouds
591,Kidal,ML,18.44,1.41,81.99,16,0,11.83,clear sky
592,Pontianak,ID,-0.03,109.33,78.87,88,100,4.25,overcast clouds
593,Bitung,ID,1.45,125.18,87.8,62,20,3.36,few clouds
594,Gravelbourg,CA,49.88,-106.55,11.55,92,89,1.79,overcast clouds
595,Ialibu,PG,-6.28,143.99,64.36,93,95,3.6,moderate rain
596,Vieste,IT,41.88,16.18,57.0,100,40,4.7,scattered clouds
597,Kihei,US,20.79,-156.47,87.8,55,40,12.75,scattered clouds
598,San Juan,AR,-31.54,-68.54,76.14,50,0,11.63,clear sky
599,Evensk,RU,61.95,159.23,33.75,88,52,3.47,broken clouds
600,Okhotsk,RU,59.38,143.3,39.97,93,100,14.79,light rain
601,Husavik,IS,66.04,-17.34,41.0,80,90,8.05,drizzle
602,Marabba,SD,12.35,32.18,82.4,57,13,7.9,few clouds
603,Bilma,NE,18.69,12.92,76.3,20,0,17.29,clear sky
604,Balakhninskiy,RU,58.01,114.28,35.51,87,100,2.51,overcast clouds
605,Belyy Yar,RU,53.6,91.39,33.8,100,75,6.71,broken clouds
606,Yulara,AU,-25.24,130.99,66.2,52,75,11.41,broken clouds
607,Kapuskasing,CA,49.42,-82.43,28.4,92,90,12.75,snow
608,Pangnirtung,CA,66.15,-65.71,26.74,95,100,3.09,light snow
609,Saryozek,KZ,44.36,77.98,36.34,84,100,6.53,overcast clouds
610,Palauig,PH,15.44,119.9,83.3,69,100,3.36,overcast clouds
611,Beloha,MG,-25.17,45.05,69.46,78,100,9.04,overcast clouds
612,Vagur,FO,61.47,-6.81,48.22,76,100,17.31,overcast clouds
613,San Pedro De Macoris,DO,18.46,-69.3,82.99,78,20,4.7,few clouds
614,Paragominas,BR,-2.97,-47.48,79.18,60,100,5.5,overcast clouds
615,Mutoko,ZW,-17.4,32.23,63.81,67,13,5.12,few clouds
616,Solwezi,ZM,-12.17,26.39,63.45,54,8,4.21,clear sky
617,Lima,PE,-12.04,-77.03,63.0,82,75,8.05,broken clouds
618,Olhao,PT,37.03,-7.84,59.0,72,20,1.12,few clouds
619,Nuuk,GL,64.18,-51.72,30.2,68,12,2.24,few clouds
620,Chiknayakanhalli,IN,13.42,76.62,66.4,83,71,6.11,broken clouds
621,Dunedin,NZ,-45.87,170.5,66.0,61,100,5.99,overcast clouds
622,Pak Phanang,TH,8.35,100.2,78.8,94,75,2.24,light rain
623,Lokachi,UA,50.74,24.65,52.0,98,100,13.0,overcast clouds
624,Bento Goncalves,BR,-29.17,-51.52,68.0,91,100,3.0,overcast clouds
625,Alamosa,US,37.47,-105.87,60.8,19,1,19.46,clear sky
626,Batouri,CM,4.43,14.37,68.61,96,100,1.5,moderate rain
627,Yeppoon,AU,-23.13,150.73,80.6,57,40,12.75,light rain
628,Moerai,PF,-22.43,-151.33,68.04,87,100,25.19,moderate rain
629,Mehamn,NO,71.04,27.85,37.22,93,100,28.25,light rain
630,Shunyi,CN,40.12,116.65,57.0,43,0,6.71,clear sky
631,Ozinki,RU,51.18,49.68,50.25,91,100,11.68,light rain
632,Bad Kreuznach,DE,49.83,7.87,53.01,93,0,6.06,clear sky
633,Marsabit,KE,2.33,37.99,66.99,74,97,20.15,overcast clouds
634,Killybegs,IE,54.63,-8.45,50.0,94,100,21.0,overcast clouds
635,Moindou,NC,-21.69,165.68,91.4,43,0,13.87,clear sky
636,Akyab,MM,20.15,92.9,80.87,86,100,14.58,overcast clouds
637,Cabanas,CU,22.98,-82.92,78.8,100,40,6.93,scattered clouds
638,Alyangula,AU,-13.85,136.42,87.8,66,26,12.75,scattered clouds
639,Sirjan,IR,29.45,55.68,46.36,53,0,8.03,clear sky
640,Ransang,PH,8.96,117.58,80.35,84,100,8.16,overcast clouds
641,Luganville,VU,-15.53,167.17,82.4,74,75,8.05,broken clouds
642,Verkhnyaya Inta,RU,65.98,60.31,14.05,90,0,7.25,clear sky
643,Razdolinsk,RU,58.42,94.67,27.07,98,85,7.49,overcast clouds
644,Forbes,AU,-33.38,148.02,70.25,81,100,15.68,light rain
645,Sembe,CG,1.65,14.58,70.25,95,100,2.44,overcast clouds
646,Sitangkai,PH,4.66,119.39,83.25,71,100,2.28,moderate rain
647,Ashtabula,US,41.7,-80.77,64.0,82,75,24.16,moderate rain
648,Cap Malheureux,MU,-19.98,57.61,73.4,73,40,9.17,scattered clouds
649,Kizilskoye,RU,52.73,58.89,31.17,98,100,14.92,overcast clouds
650,Kampong Thum,KH,12.71,104.89,75.76,77,83,3.62,broken clouds
651,Ostrovnoy,RU,68.05,39.51,29.25,97,100,7.14,overcast clouds
652,Lata,PT,40.16,-8.33,51.01,93,0,4.7,clear sky
653,Garowe,SO,8.41,48.48,77.02,68,100,5.97,overcast clouds
654,Chapais,CA,49.78,-74.85,33.8,100,90,11.41,light rain
655,Cochrane,CA,51.18,-114.47,12.99,85,90,9.17,overcast clouds
656,Ballina,AU,-28.87,153.57,75.2,78,75,10.29,broken clouds
657,Miraflores,MX,19.22,-98.81,69.8,18,20,16.11,few clouds
658,Codogno,IT,45.16,9.7,55.0,94,90,2.37,overcast clouds
659,Marawi,PH,8.0,124.29,82.0,78,47,3.0,scattered clouds
660,Moron,AR,-34.65,-58.62,69.01,92,90,5.91,overcast clouds
661,Presidencia Roque Saenz Pena,AR,-26.79,-60.44,78.01,72,4,7.0,clear sky
662,Rosa Zarate,EC,0.33,-79.47,73.09,88,76,3.22,broken clouds
663,Kiunga,PG,-6.12,141.29,74.37,95,100,3.27,moderate rain
664,Oxapampa,PE,-10.58,-75.4,59.58,88,95,2.71,overcast clouds
665,Saldanha,ZA,-33.01,17.94,60.8,82,9,3.36,clear sky
666,Wattegama,LK,6.8,81.48,75.2,100,20,6.93,few clouds
667,Basoko,CD,1.24,23.62,70.56,93,99,2.39,overcast clouds
668,Erenhot,CN,43.65,111.98,41.76,55,0,6.06,clear sky
669,Brownsburg,US,39.84,-86.4,48.99,87,90,13.87,overcast clouds
670,Tokur,RU,53.13,132.9,23.14,93,100,12.3,overcast clouds
671,Kudahuvadhoo,MV,2.67,72.89,82.15,78,86,11.9,overcast clouds
672,Mbalmayo,CM,3.52,11.5,71.6,100,75,3.89,thunderstorm with light rain
673,Nouadhibou,MR,20.93,-17.03,73.4,69,80,14.99,broken clouds
674,Sinnar,SD,13.57,33.57,85.46,40,0,13.76,clear sky
675,Ihosy,MG,-22.4,46.12,63.84,81,64,7.14,broken clouds
676,Aykhal,RU,66.0,111.5,14.0,72,0,11.18,clear sky
677,Leh,IN,34.17,77.58,29.59,77,0,2.73,clear sky
678,Karpathos,GR,35.51,27.21,69.8,77,0,16.11,clear sky
679,Ratanpur,IN,22.3,82.17,67.17,60,73,4.03,broken clouds
680,Mormugao,IN,15.4,73.8,75.2,94,75,4.7,mist
681,Igboho,NG,8.83,3.75,71.47,90,100,4.7,overcast clouds
682,Nyurba,RU,63.28,118.33,24.48,95,2,6.98,clear sky
683,Koslan,RU,63.46,48.9,25.86,97,100,10.96,overcast clouds
684,Kostino,RU,58.91,53.27,29.12,98,100,10.98,overcast clouds
685,Phek,IN,25.67,94.5,59.81,100,100,2.95,overcast clouds
686,Jawhar,SO,2.78,45.5,77.67,81,100,11.14,overcast clouds
687,Chalus,IR,36.66,51.42,64.4,82,40,2.24,scattered clouds
688,Marzuq,YE,14.4,46.47,60.49,29,4,2.89,clear sky
689,Malumfashi,NG,11.79,7.62,72.81,23,68,6.76,broken clouds
690,Lovozero,RU,68.0,35.01,26.87,98,100,6.24,light snow
691,Dalvik,IS,65.97,-18.53,41.0,80,90,8.05,drizzle
692,Khorinsk,RU,52.17,109.77,32.63,89,14,1.1,few clouds
693,Krasnogorsk,RU,55.82,37.32,51.8,81,40,15.66,scattered clouds
694,Oksfjord,NO,70.24,22.35,39.2,88,100,21.92,overcast clouds
695,Ambilobe,MG,-13.2,49.05,68.54,76,0,5.28,clear sky
696,Iquitos,PE,-3.75,-73.25,71.6,94,75,3.36,heavy intensity rain
697,Tenenkou,ML,14.46,-4.92,84.72,15,76,7.52,broken clouds
698,Farmington,US,36.73,-108.22,71.6,14,1,6.93,clear sky
699,Kibala,TD,9.11,18.35,78.8,78,20,1.77,thunderstorm
700,Jega,NG,12.22,4.38,78.64,21,85,5.88,overcast clouds
