City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
0,Souillac,MU,2020-10-23 16:50:14,-20.52,57.52,75.2,69,40,11.41
1,Ushuaia,AR,2020-10-23 16:50:14,-54.8,-68.3,48.2,53,20,18.34
2,Busselton,AU,2020-10-23 16:50:14,-33.65,115.33,55.99,40,0,13.4
3,Bredasdorp,ZA,2020-10-23 16:50:15,-34.53,20.04,72.0,79,41,4.0
4,Norman Wells,CA,2020-10-23 16:48:35,65.28,-126.83,21.2,92,90,4.7
5,Zhangjiakou,CN,2020-10-23 16:50:15,40.81,114.88,40.14,58,0,2.24
6,New Norfolk,AU,2020-10-23 16:50:15,-42.78,147.06,54.0,79,100,1.01
7,Castro,BR,2020-10-23 16:50:15,-24.79,-50.01,76.82,56,49,5.86
8,Vao,NC,2020-10-23 16:50:16,-22.67,167.48,73.54,86,6,17.16
9,Cape Town,ZA,2020-10-23 16:48:35,-33.93,18.42,66.99,88,75,11.41
10,Upernavik,GL,2020-10-23 16:50:16,72.79,-56.15,21.42,96,100,8.48
11,Hobart,AU,2020-10-23 16:50:16,-42.88,147.33,54.0,81,90,2.53
12,Rikitea,PF,2020-10-23 16:50:16,-23.12,-134.97,73.81,79,39,4.61
13,Mataura,NZ,2020-10-23 16:50:16,-46.19,168.86,45.36,91,86,3.33
14,Chuy,UY,2020-10-23 16:50:16,-33.7,-53.46,70.32,82,99,2.84
15,Tarata,BO,2020-10-23 16:50:17,-17.62,-66.02,78.8,21,20,4.7
16,Taoudenni,ML,2020-10-23 16:50:17,22.68,-3.98,100.54,8,0,3.69
17,Isangel,VU,2020-10-23 16:50:17,-19.55,169.27,74.97,83,96,11.05
18,Cherskiy,RU,2020-10-23 16:50:17,68.75,161.3,17.83,94,81,5.03
19,Daru,PG,2020-10-23 16:48:36,-9.08,143.21,79.18,81,50,10.38
20,Ostrovnoy,RU,2020-10-23 16:50:17,68.05,39.51,30.2,98,100,10.4
21,Khatanga,RU,2020-10-23 16:50:17,71.97,102.5,6.91,95,100,6.04
22,Ilulissat,GL,2020-10-23 16:50:18,69.22,-51.1,21.2,67,75,5.82
23,Vanavara,RU,2020-10-23 16:50:18,60.34,102.28,27.3,97,80,5.97
24,Asau,RO,2020-10-23 16:50:18,46.43,26.4,55.99,70,48,5.57
25,Lipin Bor,RU,2020-10-23 16:50:18,60.26,37.98,46.67,93,100,13.85
26,Usinsk,RU,2020-10-23 16:50:18,65.99,57.53,20.14,96,15,9.84
27,Portobelo,PA,2020-10-23 16:50:19,9.55,-79.65,88.0,79,40,8.05
28,Ribeira Grande,PT,2020-10-23 16:50:19,38.52,-28.7,69.8,68,40,14.99
29,Rorvik,NO,2020-10-23 16:50:19,64.86,11.24,32.0,61,40,1.12
30,Sangar,RU,2020-10-23 16:50:19,63.92,127.47,19.6,94,100,20.09
31,Saposoa,PE,2020-10-23 16:50:19,-6.93,-76.77,86.0,62,75,6.93
32,Camacha,PT,2020-10-23 16:50:19,33.08,-16.33,69.8,56,20,10.29
33,Opunake,NZ,2020-10-23 16:50:19,-39.46,173.86,54.0,94,21,8.86
34,Beringovskiy,RU,2020-10-23 16:50:20,63.05,179.32,34.09,90,53,21.14
35,Marienburg,PL,2020-10-23 16:50:20,54.04,19.03,54.0,100,82,5.97
36,Bosobolo,CD,2020-10-23 16:50:20,4.18,19.9,74.66,90,99,1.5
37,Nikolskoye,RU,2020-10-23 16:50:20,59.7,30.79,50.0,87,75,11.18
38,Hermanus,ZA,2020-10-23 16:50:20,-34.42,19.23,72.0,79,15,4.0
39,Hithadhoo,MV,2020-10-23 16:50:20,-0.6,73.08,82.83,77,0,11.39
40,Grindavik,IS,2020-10-23 16:50:21,63.84,-22.43,42.8,87,75,24.16
41,Graaff-Reinet,ZA,2020-10-23 16:50:21,-32.25,24.53,84.99,33,76,3.0
42,Suchiapa,MX,2020-10-23 16:50:21,16.62,-93.08,78.8,74,75,2.24
43,Punta Arenas,CL,2020-10-23 16:50:21,-53.15,-70.92,44.6,70,75,6.93
44,Carnarvon,AU,2020-10-23 16:50:17,-24.87,113.63,69.8,68,0,11.41
45,Gravdal,NO,2020-10-23 16:50:21,68.12,13.5,35.6,69,40,4.7
46,Nome,US,2020-10-23 16:50:22,64.5,-165.41,33.8,50,1,13.87
47,Puerto Ayora,EC,2020-10-23 16:50:22,-0.74,-90.35,75.2,78,75,12.75
48,New Amsterdam,GY,2020-10-23 16:50:22,6.25,-57.52,89.91,59,6,8.32
49,Thompson,CA,2020-10-23 16:50:22,55.74,-97.86,21.2,73,90,10.29
50,Barrow,US,2020-10-23 16:50:22,71.29,-156.79,32.0,98,90,6.93
51,Kutum,SD,2020-10-23 16:50:23,14.2,24.67,81.99,15,0,7.27
52,Jamestown,US,2020-10-23 16:49:30,42.1,-79.24,73.99,60,1,11.41
53,Mercedes,AR,2020-10-23 16:50:23,-34.65,-59.43,73.0,80,99,1.99
54,Georgetown,MY,2020-10-23 16:48:01,5.41,100.34,80.6,83,40,3.06
55,Grand Gaube,MU,2020-10-23 16:50:23,-20.01,57.66,73.0,68,18,4.0
56,Butaritari,KI,2020-10-23 16:50:23,3.07,172.79,81.93,73,92,12.57
57,Dikson,RU,2020-10-23 16:50:24,73.51,80.55,23.43,95,100,15.28
58,Port Augusta,AU,2020-10-23 16:50:24,-32.5,137.77,55.4,93,90,24.16
59,Bilma,NE,2020-10-23 16:50:24,18.69,12.92,85.23,14,0,5.35
60,Bud,US,2020-10-23 16:50:24,39.45,-86.18,73.0,78,36,12.75
61,Yulara,AU,2020-10-23 16:50:24,-25.24,130.99,64.4,55,0,13.87
62,Yarada,IN,2020-10-23 16:50:24,17.65,83.27,82.4,100,75,2.24
63,Torbay,CA,2020-10-23 16:48:35,47.67,-52.73,46.99,65,75,11.41
64,Ust-Kishert,RU,2020-10-23 16:50:24,57.37,57.25,23.36,94,1,7.18
65,Tautira,PF,2020-10-23 16:50:25,-17.73,-149.15,75.2,78,20,2.24
66,Genhe,CN,2020-10-23 16:50:25,50.78,121.52,22.46,92,0,2.39
67,Tura,IN,2020-10-23 16:50:25,25.52,90.22,70.02,98,100,5.19
68,Chokurdakh,RU,2020-10-23 16:50:25,70.63,147.92,6.6,91,44,6.06
69,Kananga,CD,2020-10-23 16:50:25,-5.9,22.42,74.35,81,30,3.65
70,Druzhba,UA,2020-10-23 16:50:25,52.04,33.95,54.55,71,100,10.47
71,Mahebourg,MU,2020-10-23 16:50:25,-20.41,57.7,75.2,69,40,11.41
72,Albany,US,2020-10-23 16:47:11,42.6,-73.97,73.0,72,49,1.99
73,Salvador,SV,2020-10-23 16:50:17,13.83,-88.92,86.0,88,40,4.7
74,Te Anau,NZ,2020-10-23 16:50:06,-45.42,167.72,45.61,83,89,4.81
75,Komsomolskiy,UZ,2020-10-23 16:50:26,40.43,71.72,48.2,70,76,4.7
76,Flinders,AU,2020-10-23 16:50:26,-34.58,150.86,66.99,91,100,3.0
77,Lompoc,US,2020-10-23 16:50:26,34.64,-120.46,62.6,77,90,5.66
78,Jalu,LY,2020-10-23 16:50:26,29.03,21.55,72.57,47,24,9.37
79,Kapaa,US,2020-10-23 16:50:27,22.08,-159.32,73.4,94,20,3.36
80,Victoria,HK,2020-10-23 16:48:29,22.29,114.16,75.99,47,100,22.95
81,Talnakh,RU,2020-10-23 16:50:27,69.49,88.4,-2.2,84,40,8.95
82,Kavieng,PG,2020-10-23 16:50:27,-2.57,150.8,81.91,67,3,5.35
83,Hilo,US,2020-10-23 16:50:28,19.73,-155.09,71.6,78,1,3.36
84,East London,ZA,2020-10-23 16:49:10,-33.02,27.91,71.6,83,20,17.22
85,Itapirapua,BR,2020-10-23 16:50:28,-15.82,-50.61,93.72,38,77,4.83
86,San Cristobal,VE,2020-10-23 16:50:28,7.77,-72.22,93.2,38,40,21.92
87,Milovice,CZ,2020-10-23 16:50:28,50.23,14.89,61.0,87,0,5.82
88,Saldanha,ZA,2020-10-23 16:50:28,-33.01,17.94,69.8,64,28,5.82
89,Bluff,NZ,2020-10-23 16:50:29,-46.6,168.33,50.94,75,96,14.07
90,Tuatapere,NZ,2020-10-23 16:50:07,-46.13,167.68,47.89,76,71,8.9
91,Qaanaaq,GL,2020-10-23 16:50:29,77.48,-69.36,20.05,94,100,9.6
92,Port Hardy,CA,2020-10-23 16:50:29,50.7,-127.42,39.2,100,90,20.8
93,Faanui,PF,2020-10-23 16:50:29,-16.48,-151.75,78.48,76,67,12.64
94,Samarai,PG,2020-10-23 16:50:30,-10.62,150.67,79.95,86,69,5.93
95,Mar Del Plata,AR,2020-10-23 16:50:30,-38.0,-57.56,60.8,87,75,5.82
96,Yantal,RU,2020-10-23 16:50:30,56.85,105.25,32.99,94,99,1.81
97,Maraa,BR,2020-10-23 16:50:30,-1.83,-65.37,91.06,59,74,1.86
98,Krasnoselkup,RU,2020-10-23 16:50:30,65.7,82.47,13.98,97,89,8.48
99,Zalantun,CN,2020-10-23 16:50:30,48.0,122.72,29.28,86,0,7.02
100,Cheremkhovo,RU,2020-10-23 16:50:30,53.16,103.07,33.39,92,0,1.36
101,Chimbote,PE,2020-10-23 16:50:30,-9.09,-78.58,66.58,73,99,11.12
102,Chaihe,CN,2020-10-23 16:50:31,44.77,129.7,27.91,90,0,8.86
103,Nanortalik,GL,2020-10-23 16:50:31,60.14,-45.24,35.62,81,100,5.55
104,Tiksi,RU,2020-10-23 16:50:31,71.69,128.87,17.74,97,100,8.16
105,Lebu,CL,2020-10-23 16:50:31,-37.62,-73.65,55.63,63,96,7.47
106,Tuktoyaktuk,CA,2020-10-23 16:50:32,69.45,-133.04,23.0,85,75,10.29
107,Clyde River,CA,2020-10-23 16:50:32,70.47,-68.59,19.4,85,90,5.82
108,Bathsheba,BB,2020-10-23 16:50:32,13.22,-59.52,87.8,66,40,24.16
109,Falun,SE,2020-10-23 16:46:38,60.6,15.63,33.01,96,0,3.36
110,Atuona,PF,2020-10-23 16:50:32,-9.8,-139.03,77.54,79,21,21.72
111,Poum,NC,2020-10-23 16:47:30,-20.23,164.02,76.17,76,1,6.33
112,Lalin,ES,2020-10-23 16:50:32,42.72,-8.12,60.01,76,75,9.17
113,Nuuk,GL,2020-10-23 16:49:44,64.18,-51.72,30.2,63,75,10.29
114,Port Lincoln,AU,2020-10-23 16:50:33,-34.73,135.87,53.62,75,39,14.85
115,Ahuimanu,US,2020-10-23 16:49:46,21.44,-157.84,80.6,94,20,4.7
116,Adrar,MR,2020-10-23 16:50:33,20.5,-10.07,95.86,10,23,1.07
117,Praya,CV,2020-10-23 16:50:33,14.92,-23.51,86.0,62,20,20.8
118,Vanimo,PG,2020-10-23 16:50:33,-2.67,141.3,78.94,81,94,1.7
119,Mackay,AU,2020-10-23 16:50:34,-21.15,149.2,75.2,78,75,8.05
120,Villarrica,PY,2020-10-23 16:50:34,-25.75,-56.43,96.42,31,88,5.91
121,Werda,BW,2020-10-23 16:50:34,-25.27,23.28,89.08,15,16,8.16
122,Bosaso,SO,2020-10-23 16:50:34,11.28,49.18,78.78,69,0,2.68
123,Hofn,IS,2020-10-23 16:50:35,64.25,-15.21,46.4,81,90,18.34
124,Tual,ID,2020-10-23 16:50:35,-5.67,132.75,82.04,82,62,8.9
125,Sechura,PE,2020-10-23 16:47:31,-5.56,-80.82,74.86,56,18,13.13
126,Yerbogachen,RU,2020-10-23 16:50:35,61.28,108.01,25.5,97,66,5.37
127,Sitka,US,2020-10-23 16:50:35,57.05,-135.33,30.2,54,1,4.7
128,Porbandar,IN,2020-10-23 16:50:35,21.64,69.61,83.37,52,20,7.92
129,Bima,ID,2020-10-23 16:50:36,-8.47,118.72,77.76,86,48,3.13
130,Aklavik,CA,2020-10-23 16:50:36,68.22,-135.01,28.4,92,75,3.36
131,Namatanai,PG,2020-10-23 16:50:36,-3.67,152.43,79.36,70,2,2.93
132,Kodiak,US,2020-10-23 16:50:36,57.79,-152.41,44.6,93,90,24.16
133,Bamiantong,CN,2020-10-23 16:50:36,44.93,130.53,28.62,88,29,15.03
134,Yellowknife,CA,2020-10-23 16:49:38,62.46,-114.35,23.0,92,75,8.05
135,Vestmannaeyjar,IS,2020-10-23 16:50:36,63.44,-20.27,44.6,87,75,23.04
136,Axim,GH,2020-10-23 16:50:37,4.87,-2.24,80.35,81,98,8.23
137,Abhar,IR,2020-10-23 16:50:37,36.15,49.22,53.49,62,0,4.61
138,Vaini,TO,2020-10-23 16:50:37,-21.2,-175.2,69.8,94,20,6.93
139,Neuquen,AR,2020-10-23 16:50:37,-38.95,-68.06,73.4,56,0,6.93
140,Port Alfred,ZA,2020-10-23 16:50:37,-33.59,26.89,75.99,70,65,11.21
141,Malakal,SS,2020-10-23 16:50:37,9.53,31.66,77.83,80,72,2.08
142,Deputatskiy,RU,2020-10-23 16:50:38,69.3,139.9,0.95,89,98,3.76
143,Marataizes,BR,2020-10-23 16:47:09,-21.04,-40.82,74.86,62,5,10.2
144,Saint George,US,2020-10-23 16:50:38,37.1,-113.58,61.0,23,1,2.46
145,Geraldton,AU,2020-10-23 16:50:38,-28.77,114.6,66.2,59,0,12.75
146,Portland,US,2020-10-23 16:49:45,45.52,-122.68,44.6,81,90,4.7
147,Karratha,AU,2020-10-23 16:50:39,-20.74,116.85,69.37,67,0,16.17
148,Evans,US,2020-10-23 16:50:39,33.53,-82.13,82.99,61,20,4.7
149,Cabatuan,PH,2020-10-23 16:50:39,10.88,122.49,77.14,89,100,6.53
150,Bethel,US,2020-10-23 16:50:39,41.37,-73.41,64.4,93,90,8.05
151,Praia,CV,2020-10-23 16:48:42,14.92,-23.51,86.0,62,20,20.8
152,Batemans Bay,AU,2020-10-23 16:50:39,-35.72,150.18,64.0,94,100,1.99
153,Avarua,CK,2020-10-23 16:50:40,-21.21,-159.78,73.4,78,94,12.75
154,Talcahuano,CL,2020-10-23 16:50:40,-36.72,-73.12,59.0,58,0,9.17
155,Aleksandrov Gay,RU,2020-10-23 16:50:40,50.15,48.57,54.28,81,95,11.52
156,San Carlos,VE,2020-10-23 16:50:40,9.66,-68.58,85.21,72,73,4.7
157,Baiyin,CN,2020-10-23 16:50:40,36.56,104.21,39.2,68,0,4.47
158,Ponta Do Sol,PT,2020-10-23 16:50:41,32.67,-17.1,70.0,60,40,12.75
159,Perbaungan,ID,2020-10-23 16:50:41,3.57,98.96,77.0,100,40,4.7
160,Ha Tinh,VN,2020-10-23 16:50:41,18.33,105.9,68.77,68,92,4.25
161,Caravelas,BR,2020-10-23 16:50:41,-17.71,-39.25,76.91,80,98,5.99
162,Tasiilaq,GL,2020-10-23 16:50:41,65.61,-37.64,35.6,51,75,5.82
163,Belmonte,BR,2020-10-23 16:50:41,-15.86,-38.88,73.4,88,90,8.05
164,Ucluelet,CA,2020-10-23 16:46:13,48.93,-125.55,45.0,93,90,12.75
165,Roald,NO,2020-10-23 16:50:42,62.58,6.13,39.2,64,40,11.41
166,Escalerillas,MX,2020-10-23 16:50:42,22.13,-101.07,66.2,34,5,2.21
167,Kaitangata,NZ,2020-10-23 16:50:43,-46.28,169.85,48.81,93,93,3.85
168,Dehloran,IR,2020-10-23 16:50:43,32.69,47.27,76.39,16,0,3.33
169,Cabedelo,BR,2020-10-23 16:50:43,-6.98,-34.83,84.2,70,75,18.34
170,Manhattan,US,2020-10-23 16:50:39,40.78,-73.97,68.0,88,90,5.77
171,Port Elizabeth,ZA,2020-10-23 16:50:43,-33.92,25.57,68.0,82,0,18.34
172,Pitea,SE,2020-10-23 16:50:43,65.32,21.48,26.6,100,0,4.7
173,Leningradskiy,RU,2020-10-23 16:50:44,69.38,178.42,23.5,90,0,4.63
174,Saskylakh,RU,2020-10-23 16:50:44,71.92,114.08,20.52,97,100,8.57
175,Olinda,BR,2020-10-23 16:50:44,-8.01,-34.86,86.0,66,40,14.99
176,Wufeng,CN,2020-10-23 16:50:44,27.45,104.83,45.28,83,56,2.68
177,Kununurra,AU,2020-10-23 16:50:44,-15.77,128.73,84.2,66,84,3.36
178,Sabha,LY,2020-10-23 16:50:45,27.04,14.43,73.81,20,0,9.28
179,Oranjemund,NA,2020-10-23 16:50:45,-28.55,16.43,61.32,80,12,4.36
180,La Ronge,CA,2020-10-23 16:50:45,55.1,-105.28,21.2,85,90,9.17
181,Warrington,GB,2020-10-23 16:50:45,53.39,-2.58,51.8,71,20,10.29
182,Sobolevo,RU,2020-10-23 16:50:46,54.43,31.9,51.08,92,44,9.8
183,Mount Gambier,AU,2020-10-23 16:50:46,-37.83,140.77,50.0,81,90,13.87
184,Puerto Leguizamo,CO,2020-10-23 16:50:46,-0.19,-74.78,94.96,43,90,2.1
185,Lucapa,AO,2020-10-23 16:50:46,-8.42,20.74,70.79,85,88,2.46
186,Buala,SB,2020-10-23 16:50:46,-8.14,159.59,79.99,80,16,5.55
187,Avera,US,2020-10-23 16:50:46,33.19,-82.53,82.4,61,75,6.93
188,Luderitz,NA,2020-10-23 16:50:46,-26.65,15.16,62.65,75,6,6.24
189,Thana Bhawan,IN,2020-10-23 16:50:47,29.59,77.42,71.69,22,0,4.52
190,Labytnangi,RU,2020-10-23 16:50:47,66.66,66.42,18.23,94,93,5.88
191,Buta,CD,2020-10-23 16:50:47,2.79,24.73,72.48,88,94,1.5
192,Batticaloa,LK,2020-10-23 16:50:47,7.71,81.69,80.91,77,6,10.42
193,Nguruka,TZ,2020-10-23 16:50:47,-5.11,31.04,79.2,39,51,3.4
194,Cockburn Town,TC,2020-10-23 16:46:08,21.46,-71.14,82.69,79,41,18.01
195,Lorengau,PG,2020-10-23 16:50:47,-2.02,147.27,81.54,72,26,4.94
196,Teknaf,BD,2020-10-23 16:50:48,20.86,92.31,80.19,88,100,18.43
197,Ozark,US,2020-10-23 16:50:48,37.02,-93.21,44.6,100,90,17.22
198,Tigil,RU,2020-10-23 16:50:48,57.8,158.67,32.18,95,0,2.82
