City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
396,Southbridge,US,2020-10-23 16:51:20,42.08,-72.03,64.0,80,100,1.01
397,Livingstonia,MW,2020-10-23 16:51:21,-10.61,34.11,69.91,62,18,5.77
398,Los Llanos De Aridane,ES,2020-10-23 16:51:21,28.66,-17.92,73.4,56,20,8.05
399,Challans,FR,2020-10-23 16:51:21,46.84,-1.87,59.0,82,90,9.17
400,Troitsko-Pechorsk,RU,2020-10-23 16:51:21,62.71,56.2,22.23,92,29,7.34
401,Pangkalanbuun,ID,2020-10-23 16:51:22,-2.68,111.62,75.25,94,100,0.98
402,Haines Junction,CA,2020-10-23 16:51:22,60.75,-137.51,16.77,87,2,1.61
403,Severo-Kurilsk,RU,2020-10-23 16:51:22,50.68,156.12,45.7,85,100,21.09
404,Pustoshka,RU,2020-10-23 16:51:22,56.34,29.37,50.45,84,47,11.41
405,Bestobe,KZ,2020-10-23 16:51:22,52.5,73.1,30.54,92,100,12.68
406,El Vigia,VE,2020-10-23 16:51:22,8.62,-71.65,90.09,51,24,3.33
407,Khasan,RU,2020-10-23 16:51:23,42.43,130.64,38.48,68,0,21.7
408,Sioux Lookout,CA,2020-10-23 16:51:23,50.1,-91.92,30.2,63,75,9.17
409,Acapulco,MX,2020-10-23 16:51:23,16.86,-99.89,84.2,74,40,3.36
410,Azua,DO,2020-10-23 16:51:23,18.45,-70.73,86.0,79,40,12.75
411,Alice Springs,AU,2020-10-23 16:51:12,-23.7,133.88,66.2,52,0,6.93
412,Gallup,US,2020-10-23 16:47:33,35.53,-108.74,60.01,32,1,11.52
413,Marzuq,YE,2020-10-23 16:51:23,14.4,46.47,71.04,20,5,4.41
414,Pyay,MM,2020-10-23 16:51:24,18.82,95.22,74.88,96,85,6.78
415,Tete,MZ,2020-10-23 16:51:24,-16.16,33.59,93.2,26,20,6.93
416,Marsa Matruh,EG,2020-10-23 16:51:24,31.35,27.25,71.6,60,40,6.93
417,Skjervoy,NO,2020-10-23 16:51:24,70.03,20.97,41.0,80,75,19.46
418,Guerrero Negro,MX,2020-10-23 16:51:24,27.98,-114.06,71.94,61,44,10.09
419,Necochea,AR,2020-10-23 16:51:24,-38.55,-58.74,64.0,76,64,3.0
420,Tarnogskiy Gorodok,RU,2020-10-23 16:51:24,60.5,43.58,39.99,95,100,8.34
421,Yatou,CN,2020-10-23 16:51:25,37.15,122.38,47.68,56,0,10.0
422,Krasnooktyabrskiy,RU,2020-10-23 16:51:25,44.93,38.37,57.0,71,19,5.26
423,Sakakah,SA,2020-10-23 16:51:25,29.97,40.21,82.4,12,0,4.7
424,Kurayoshi,JP,2020-10-23 16:51:25,35.43,133.82,55.4,93,75,11.41
425,Cabo San Lucas,MX,2020-10-23 16:49:09,22.89,-109.91,90.0,66,5,2.24
426,Ayr,GB,2020-10-23 16:51:26,55.46,-4.63,51.8,66,40,13.87
427,Ronneby,SE,2020-10-23 16:51:26,56.21,15.28,51.8,87,75,4.7
428,Cidreira,BR,2020-10-23 16:51:26,-30.18,-50.21,70.59,82,100,17.22
429,Xichang,CN,2020-10-23 16:51:26,27.9,102.26,49.55,78,64,1.74
430,Novikovo,RU,2020-10-23 16:51:26,51.15,37.89,56.41,73,100,7.7
431,Aripuana,BR,2020-10-23 16:51:26,-9.17,-60.63,91.08,48,100,0.69
432,Yeppoon,AU,2020-10-23 16:51:26,-23.13,150.73,71.6,83,75,6.85
433,Basar,IN,2020-10-23 16:51:26,27.98,94.67,63.81,92,100,2.48
434,Presidencia Roque Saenz Pena,AR,2020-10-23 16:51:27,-26.79,-60.44,97.36,38,77,2.15
435,Zhigansk,RU,2020-10-23 16:51:27,66.77,123.37,25.48,96,100,34.45
436,Novo Aripuana,BR,2020-10-23 16:51:27,-5.12,-60.38,93.49,46,44,2.73
437,Kavaratti,IN,2020-10-23 16:51:27,10.57,72.64,81.3,74,95,14.09
438,Izvestkovyy,RU,2020-10-23 16:51:27,48.98,131.55,32.83,88,73,13.91
439,Tianpeng,CN,2020-10-23 16:51:28,30.99,103.94,68.0,93,40,3.42
440,Emba,KZ,2020-10-23 16:51:28,48.83,58.14,34.86,74,69,7.18
441,Pacific Grove,US,2020-10-23 16:51:28,36.62,-121.92,64.0,77,90,8.05
442,Racine,US,2020-10-23 16:51:28,42.75,-88.08,43.0,100,90,9.17
443,Coihaique,CL,2020-10-23 16:51:28,-45.58,-72.07,60.8,41,40,5.82
444,Puerto Carreno,CO,2020-10-23 16:51:28,6.19,-67.49,88.36,63,96,6.42
445,Padang,ID,2020-10-23 16:51:28,-0.95,100.35,80.19,78,100,3.89
446,Babylon,US,2020-10-23 16:46:35,40.7,-73.33,69.01,82,90,8.05
447,Muisne,EC,2020-10-23 16:51:29,0.6,-80.03,82.4,78,40,8.05
448,Sovetskiy,RU,2020-10-23 16:51:29,61.36,63.58,23.67,95,0,4.47
449,Aksha,RU,2020-10-23 16:51:29,50.28,113.29,29.73,89,3,1.1
450,Kihei,US,2020-10-23 16:51:29,20.79,-156.47,71.6,64,1,5.82
451,Longyearbyen,SJ,2020-10-23 16:51:29,78.22,15.64,17.6,78,20,3.36
452,Jacmel,HT,2020-10-23 16:51:29,18.23,-72.53,89.6,59,20,24.16
453,Halifax,CA,2020-10-23 16:46:58,44.65,-63.57,55.99,81,20,11.41
454,Abu Zabad,SD,2020-10-23 16:51:30,12.35,29.25,87.69,38,14,10.51
455,Santa Cruz,BO,2020-10-23 16:50:00,-17.8,-63.17,95.0,44,75,20.8
456,Campbell River,CA,2020-10-23 16:51:30,50.02,-125.24,39.99,100,90,6.93
457,Dondo,MZ,2020-10-23 16:51:30,-19.61,34.74,77.0,73,0,13.87
458,Gazimurskiy Zavod,RU,2020-10-23 16:51:30,51.55,118.33,27.39,92,0,2.1
459,Lahaina,US,2020-10-23 16:51:30,20.88,-156.68,71.6,64,1,5.82
460,Eureka,US,2020-10-23 16:47:50,40.8,-124.16,46.4,93,1,4.88
461,Mount Isa,AU,2020-10-23 16:48:40,-20.73,139.5,68.0,82,26,2.24
462,Margate,GB,2020-10-23 16:51:31,51.38,1.39,55.99,82,82,4.0
463,Tommot,RU,2020-10-23 16:51:31,58.96,126.29,14.02,91,44,2.17
464,Coquimbo,CL,2020-10-23 16:51:31,-29.95,-71.34,55.4,82,90,6.93
465,Abu Samrah,SY,2020-10-23 16:51:31,35.3,37.18,74.03,21,0,7.87
466,Santo Antonio Do Ica,BR,2020-10-23 16:51:31,-3.1,-67.94,84.52,85,96,2.28
467,Kiunga,PG,2020-10-23 16:51:32,-6.12,141.29,73.24,99,100,1.23
468,Bontang,ID,2020-10-23 16:50:06,0.13,117.5,78.67,87,100,6.98
469,Tulsipur,NP,2020-10-23 16:51:32,28.13,82.3,66.9,68,6,4.38
470,Payson,US,2020-10-23 16:51:32,40.04,-111.73,42.01,47,75,5.82
471,Almaznyy,RU,2020-10-23 16:51:32,48.04,40.05,59.0,82,0,13.42
472,Qaqortoq,GL,2020-10-23 16:51:32,60.72,-46.03,28.4,68,75,3.36
473,Dole,FR,2020-10-23 16:51:32,47.08,5.5,59.0,93,82,8.05
474,Derzhavinsk,KZ,2020-10-23 16:51:33,51.1,66.32,27.97,84,27,4.5
475,Constitucion,CL,2020-10-23 16:48:01,-35.33,-72.42,60.64,60,1,12.28
476,Smithers,CA,2020-10-23 16:51:33,54.78,-127.17,23.0,79,90,2.24
477,Oneida,US,2020-10-23 16:46:44,43.2,-75.47,73.99,64,1,8.05
478,Ginir,ET,2020-10-23 16:51:33,7.13,40.7,60.66,87,84,4.5
479,La Paz,BO,2020-10-23 16:49:31,-16.5,-68.15,57.2,50,40,9.17
480,Awbari,LY,2020-10-23 16:51:33,26.59,12.78,76.78,25,0,9.53
481,Richards Bay,ZA,2020-10-23 16:48:49,-28.78,32.04,70.65,78,0,11.39
482,Evensk,RU,2020-10-23 16:51:34,61.95,159.23,32.04,93,87,4.9
483,Mizdah,LY,2020-10-23 16:51:34,31.45,12.98,71.13,29,0,9.24
484,Pitsunda,GE,2020-10-23 16:51:34,43.16,40.34,59.0,87,34,6.71
485,Xihe,CN,2020-10-23 16:51:34,31.69,113.47,55.26,52,35,3.15
486,Itarema,BR,2020-10-23 16:51:35,-2.92,-39.92,87.06,58,71,18.97
487,Anaconda,US,2020-10-23 16:51:35,46.13,-112.94,15.8,78,1,4.59
488,Kahului,US,2020-10-23 16:50:25,20.89,-156.47,71.6,64,1,5.82
489,Mangai,CD,2020-10-23 16:51:35,-4.05,19.53,74.61,89,91,1.19
490,Laerdalsoyri,NO,2020-10-23 16:51:35,61.1,7.48,32.0,71,40,11.41
491,Bara,NG,2020-10-23 16:51:36,10.37,10.73,83.61,30,2,3.22
492,Maracacume,BR,2020-10-23 16:51:36,-2.04,-45.96,96.49,35,53,7.65
493,Ojinaga,MX,2020-10-23 16:51:36,29.57,-104.42,82.0,26,1,3.36
494,Mnogovershinnyy,RU,2020-10-23 16:51:36,53.94,139.92,38.43,100,100,13.24
495,Beckley,US,2020-10-23 16:50:40,37.78,-81.19,77.0,60,40,5.82
496,Dourdan,FR,2020-10-23 16:51:37,48.53,2.01,59.0,78,8,7.11
497,Balabac,PH,2020-10-23 16:51:37,7.99,117.06,83.07,78,100,15.88
498,Ciudad Bolivar,VE,2020-10-23 16:51:37,8.12,-63.55,94.28,43,11,6.38
499,Luan,CH,2020-10-23 16:51:37,46.36,6.98,55.99,95,100,1.99
500,Dong Hoi,VN,2020-10-23 16:51:37,17.48,106.6,70.9,69,100,9.69
501,Berlevag,NO,2020-10-23 16:51:37,70.86,29.09,41.0,75,75,39.15
502,Harper,LR,2020-10-23 16:51:37,4.38,-7.72,80.02,82,81,7.11
503,Vuktyl,RU,2020-10-23 16:48:49,63.86,57.31,18.72,96,39,6.71
504,Alghero,IT,2020-10-23 16:51:35,40.56,8.32,69.8,94,40,11.41
505,Hovd,MN,2020-10-23 16:51:38,48.01,91.64,37.45,69,100,0.51
506,Mago,RU,2020-10-23 16:51:38,53.25,140.18,47.26,89,100,14.5
507,Airai,TL,2020-10-23 16:51:38,-8.93,125.41,62.38,100,85,0.34
508,Solnechnyy,RU,2020-10-23 16:51:38,50.72,136.63,28.89,97,100,23.06
509,Petropavlovsk-Kamchatskiy,RU,2020-10-23 16:51:38,53.05,158.65,35.6,89,75,6.71
510,Nelidovo,RU,2020-10-23 16:51:39,56.22,32.78,49.64,86,70,10.63
511,Porto Walter,BR,2020-10-23 16:51:39,-8.27,-72.74,96.85,35,69,4.36
512,Marsh Harbour,BS,2020-10-23 16:50:46,26.54,-77.06,80.02,76,27,16.89
513,Dzilam Gonzalez,MX,2020-10-23 16:51:39,21.28,-88.93,88.59,63,20,3.53
514,Sumbawanga,TZ,2020-10-23 16:51:39,-7.97,31.62,75.2,44,20,4.7
515,Aracuai,BR,2020-10-23 16:51:39,-16.85,-42.07,75.09,72,99,5.32
516,Oktyabrskiy,RU,2020-10-23 16:51:40,54.48,53.47,37.24,93,100,10.58
517,Tazovskiy,RU,2020-10-23 16:51:40,67.47,78.7,19.4,97,97,6.93
518,Chapais,CA,2020-10-23 16:47:07,49.78,-74.85,32.0,100,90,10.29
519,Newport,GB,2020-10-23 16:51:40,51.59,-3.0,53.01,71,90,1.99
520,Arman,RU,2020-10-23 16:51:41,59.7,150.17,36.14,85,100,10.25
521,Yaan,NG,2020-10-23 16:51:41,7.38,8.57,79.77,86,94,4.94
522,Tres Arroyos,AR,2020-10-23 16:51:41,-38.37,-60.28,68.56,66,73,4.99
523,Hamilton,US,2020-10-23 16:51:41,39.18,-84.53,77.0,69,75,18.34
524,Enshi,CN,2020-10-23 16:51:42,30.3,109.48,59.05,76,95,0.81
525,Sao Joao Da Barra,BR,2020-10-23 16:49:41,-21.64,-41.05,82.4,45,75,11.41
526,Agirish,RU,2020-10-23 16:51:42,61.92,63.02,21.85,96,0,4.88
527,Saurikh,IN,2020-10-23 16:51:42,27.03,79.49,77.77,19,0,4.88
528,Robertsport,LR,2020-10-23 16:51:42,6.75,-11.37,81.14,79,78,8.97
529,Flin Flon,CA,2020-10-23 16:51:42,54.77,-101.86,23.0,79,75,9.17
530,Salina,US,2020-10-23 16:48:27,38.84,-97.61,39.99,69,90,19.46
531,Ereymentau,KZ,2020-10-23 16:51:43,51.62,73.1,26.94,95,100,15.46
532,Bayir,TR,2020-10-23 16:51:43,37.27,28.22,71.6,64,0,4.7
533,Yelizovo,RU,2020-10-23 16:51:43,53.19,158.38,35.6,82,75,6.71
534,Zyryanka,RU,2020-10-23 16:51:43,65.75,150.85,10.85,93,6,2.04
535,Texarkana,US,2020-10-23 16:51:43,33.43,-94.05,80.6,65,90,6.93
536,Mutis,CO,2020-10-23 16:51:43,6.23,-77.4,82.38,78,48,7.4
537,Nisia Floresta,BR,2020-10-23 16:51:44,-6.09,-35.21,84.2,70,75,17.22
538,Tuy Hoa,VN,2020-10-23 16:51:44,13.08,109.3,73.0,82,100,5.48
539,Villazon,BO,2020-10-23 16:51:44,-22.09,-65.59,63.01,30,6,2.33
540,Kaeo,NZ,2020-10-23 16:51:44,-35.1,173.78,60.01,96,59,3.74
541,Hornepayne,CA,2020-10-23 16:51:44,49.21,-84.77,33.35,89,100,10.94
542,Almendralejo,ES,2020-10-23 16:51:44,38.68,-6.41,63.0,73,52,1.99
543,Sayyan,YE,2020-10-23 16:51:44,15.17,44.32,58.78,30,1,8.86
544,Palatka,US,2020-10-23 16:49:55,29.65,-81.64,79.0,1,5,4.0
545,Moratuwa,LK,2020-10-23 16:51:45,6.77,79.88,79.54,86,35,7.47
546,General Roca,AR,2020-10-23 16:51:45,-39.03,-67.58,73.4,56,0,6.93
547,Wismar,DE,2020-10-23 16:51:45,53.9,11.47,54.0,92,100,1.99
548,Campoverde,PE,2020-10-23 16:51:45,-8.48,-74.81,80.6,78,75,2.24
549,Akim Swedru,GH,2020-10-23 16:51:45,5.89,-1.02,80.71,83,88,3.31
550,Beitbridge,ZW,2020-10-23 16:51:46,-22.22,30.0,84.0,33,0,10.51
551,Atar,MR,2020-10-23 16:51:46,20.52,-13.05,97.29,11,79,5.95
552,Hami,CN,2020-10-23 16:51:46,42.8,93.45,48.22,42,1,4.36
553,Blovstrod,DK,2020-10-23 16:51:46,55.87,12.39,52.0,94,38,6.91
554,Abha,SA,2020-10-23 16:48:37,18.22,42.51,71.6,17,0,8.05
555,Surgut,RU,2020-10-23 16:51:46,61.25,73.42,19.4,100,90,4.47
556,Tongren,CN,2020-10-23 16:51:46,27.72,109.19,59.41,71,68,3.13
557,Cabra,ES,2020-10-23 16:51:47,37.47,-4.44,66.99,54,31,5.97
558,Caiaponia,BR,2020-10-23 16:51:47,-16.96,-51.81,88.56,43,64,6.49
559,Bayanday,RU,2020-10-23 16:51:47,53.07,105.51,29.97,97,0,1.72
560,Hovin,NO,2020-10-23 16:51:47,63.11,10.22,36.0,86,26,4.92
561,Quatre Cocos,MU,2020-10-23 16:51:47,-20.21,57.76,75.2,69,40,11.41
562,Byron Bay,AU,2020-10-23 16:51:47,-28.65,153.62,69.8,83,100,10.29
563,Bako,ET,2020-10-23 16:51:47,5.78,36.57,65.93,82,92,4.29
564,Puerto Escondido,MX,2020-10-23 16:51:47,15.85,-97.07,84.2,66,40,2.24
565,Ambatondrazaka,MG,2020-10-23 16:51:48,-17.83,48.42,65.59,80,21,7.49
566,Kose,TR,2020-10-23 16:51:48,40.21,39.65,59.0,51,0,2.24
567,Kaunas,LT,2020-10-23 16:49:18,54.9,23.9,51.8,71,0,10.29
568,Kapit,MY,2020-10-23 16:51:48,2.02,112.93,73.71,95,100,2.21
569,Phillipsburg,US,2020-10-23 16:51:48,40.69,-75.19,66.99,88,76,1.99
570,Nabire,ID,2020-10-23 16:51:48,-3.37,135.48,75.6,87,86,3.2
571,San Alberto,CO,2020-10-23 16:51:49,7.76,-73.39,87.37,63,8,4.12
572,Skelleftea,SE,2020-10-23 16:49:46,64.75,20.95,33.01,92,0,9.17
573,Taltal,CL,2020-10-23 16:48:06,-25.4,-70.48,63.07,59,24,6.73
574,Qiyang,CN,2020-10-23 16:51:49,26.59,111.85,59.65,75,87,2.28
575,Guna,IN,2020-10-23 16:51:49,24.65,77.32,75.38,36,0,2.19
576,Atherton,GB,2020-10-23 16:51:49,53.52,-2.49,51.01,67,62,1.99
577,Muros,ES,2020-10-23 16:51:49,42.78,-9.06,61.0,77,94,11.01
578,Taraz,KZ,2020-10-23 16:51:49,42.9,71.37,44.6,65,90,4.47
579,Ayorou,NE,2020-10-23 16:51:50,14.73,0.92,98.8,9,0,15.21
580,Milkovo,RU,2020-10-23 16:51:50,54.72,158.62,30.6,96,57,1.66
581,Colares,PT,2020-10-23 16:51:50,38.8,-9.45,64.99,63,20,9.17
582,Lisakovsk,KZ,2020-10-23 16:48:11,52.54,62.49,29.59,86,33,5.28
583,Santa Cecilia,BR,2020-10-23 16:51:50,-26.96,-50.43,76.68,43,54,4.99
584,Udachnyy,RU,2020-10-23 16:51:50,66.42,112.4,23.0,62,90,17.9
585,Banda Aceh,ID,2020-10-23 16:48:44,5.56,95.32,81.27,75,99,6.11
586,Tarbagatay,RU,2020-10-23 16:51:51,51.48,107.36,24.8,85,0,2.24
587,Archidona,ES,2020-10-23 16:51:51,37.1,-4.39,73.0,57,27,8.99
588,Ngama,TD,2020-10-23 16:51:51,11.78,17.17,89.35,31,21,6.51
589,Lakes Entrance,AU,2020-10-23 16:51:51,-37.88,147.98,62.01,97,100,3.67
590,Savalou,BJ,2020-10-23 16:51:51,7.93,1.98,85.78,58,64,2.3
591,Menongue,AO,2020-10-23 16:51:51,-14.66,17.69,79.72,32,51,5.99
592,Duldurga,RU,2020-10-23 16:51:52,50.68,113.59,30.25,89,5,0.98
593,Parana,AR,2020-10-23 16:51:52,-31.73,-60.52,79.0,66,99,5.99
594,Carnot,CF,2020-10-23 16:51:52,4.94,15.87,75.04,87,99,3.51
